# N =      100
# log10(h) =  -2.0043213738
# Max Error =  -3.0880368316
# Runtime:      0.00000E+00 s
#=====================================================
#   x             v(x)             u(x)       Rel.Err
#=====================================================
  0.0099009901  0.0842968334  0.0843657191 -3.0880368316
  0.0198019802  0.1597147947  0.1598453105 -3.0880368316
  0.0297029703  0.2270908619  0.2272764361 -3.0880368316
  0.0396039604  0.2871831145  0.2874177949 -3.0880368316
  0.0495049505  0.3406781703  0.3409565658 -3.0880368316
  0.0594059406  0.3881979223  0.3885151500 -3.0880368316
  0.0693069307  0.4303056402  0.4306572775 -3.0880368316
  0.0792079208  0.4675114961  0.4678935373 -3.0880368316
  0.0891089109  0.5002775703  0.5006863873 -3.0880368316
  0.0990099010  0.5290223843  0.5294546910 -3.0880368316
  0.1089108911  0.5541250073  0.5545778274 -3.0880368316
  0.1188118812  0.5759287750  0.5763994127 -3.0880368316
  0.1287128713  0.5947446583  0.5952306719 -3.0880368316
  0.1386138614  0.6108543137  0.6113534918 -3.0880368316
  0.1485148515  0.6245128472  0.6250231869 -3.0880368316
  0.1584158416  0.6359513170  0.6364710040 -3.0880368316
  0.1683168317  0.6453790002  0.6459063912 -3.0880368316
  0.1782178218  0.6529854460  0.6535190529 -3.0880368316
  0.1881188119  0.6589423357  0.6594808105 -3.0880368316
  0.1980198020  0.6634051669  0.6639472885 -3.0880368316
  0.2079207921  0.6665147787  0.6670594415 -3.0880368316
  0.2178217822  0.6683987342  0.6689449365 -3.0880368316
  0.2277227723  0.6691725713  0.6697194060 -3.0880368316
  0.2376237624  0.6689409369  0.6694875823 -3.0880368316
  0.2475247525  0.6677986128  0.6683443247 -3.0880368316
  0.2574257426  0.6658314465  0.6663755509 -3.0880368316
  0.2673267327  0.6631171927  0.6636590790 -3.0880368316
  0.2772277228  0.6597262766  0.6602653919 -3.0880368316
  0.2871287129  0.6557224845  0.6562583280 -3.0880368316
  0.2970297030  0.6511635901  0.6516957082 -3.0880368316
  0.3069306931  0.6461019207  0.6466299025 -3.0880368316
  0.3168316832  0.6405848710  0.6411083444 -3.0880368316
  0.3267326733  0.6346553681  0.6351739960 -3.0880368316
  0.3366336634  0.6283522924  0.6288657696 -3.0880368316
  0.3465346535  0.6217108592  0.6222189091 -3.0880368316
  0.3564356436  0.6147629641  0.6152653363 -3.0880368316
  0.3663366337  0.6075374962  0.6080339639 -3.0880368316
  0.3762376238  0.6000606213  0.6005509790 -3.0880368316
  0.3861386139  0.5923560385  0.5928401002 -3.0880368316
  0.3960396040  0.5844452130  0.5849228102 -3.0880368316
  0.4059405941  0.5763475866  0.5768185665 -3.0880368316
  0.4158415842  0.5680807682  0.5685449927 -3.0880368316
  0.4257425743  0.5596607070  0.5601180507 -3.0880368316
  0.4356435644  0.5511018486  0.5515521982 -3.0880368316
  0.4455445545  0.5424172768  0.5428605296 -3.0880368316
  0.4554455446  0.5336188423  0.5340549051 -3.0880368316
  0.4653465347  0.5247172784  0.5251460670 -3.0880368316
  0.4752475248  0.5157223067  0.5161437449 -3.0880368316
  0.4851485149  0.5066427325  0.5070567510 -3.0880368316
  0.4950495050  0.4974865309  0.4978930671 -3.0880368316
  0.5049504950  0.4882609253  0.4886599225 -3.0880368316
  0.5148514851  0.4789724581  0.4793638650 -3.0880368316
  0.5247524752  0.4696270551  0.4700108251 -3.0880368316
  0.5346534653  0.4602300834  0.4606061744 -3.0880368316
  0.5445544554  0.4507864041  0.4511547779 -3.0880368316
  0.5544554455  0.4413004203  0.4416610424 -3.0880368316
  0.5643564356  0.4317761199  0.4321289588 -3.0880368316
  0.5742574257  0.4222171147  0.4225621422 -3.0880368316
  0.5841584158  0.4126266763  0.4129638667 -3.0880368316
  0.5940594059  0.4030077677  0.4033370978 -3.0880368316
  0.6039603960  0.3933630729  0.3936845214 -3.0880368316
  0.6138613861  0.3836950224  0.3840085704 -3.0880368316
  0.6237623762  0.3740058180  0.3743114482 -3.0880368316
  0.6336633663  0.3642974537  0.3645951505 -3.0880368316
  0.6435643564  0.3545717358  0.3548614848 -3.0880368316
  0.6534653465  0.3448303000  0.3451120886 -3.0880368316
  0.6633663366  0.3350746281  0.3353484445 -3.0880368316
  0.6732673267  0.3253060619  0.3255718956 -3.0880368316
  0.6831683168  0.3155258171  0.3157836586 -3.0880368316
  0.6930693069  0.3057349945  0.3059848351 -3.0880368316
  0.7029702970  0.2959345912  0.2961764231 -3.0880368316
  0.7128712871  0.2861255104  0.2863593265 -3.0880368316
  0.7227722772  0.2763085700  0.2765343639 -3.0880368316
  0.7326732673  0.2664845110  0.2667022769 -3.0880368316
  0.7425742574  0.2566540044  0.2568637370 -3.0880368316
  0.7524752475  0.2468176580  0.2470193526 -3.0880368316
  0.7623762376  0.2369760224  0.2371696745 -3.0880368316
  0.7722772277  0.2271295960  0.2273152018 -3.0880368316
  0.7821782178  0.2172788305  0.2174563865 -3.0880368316
  0.7920792079  0.2074241349  0.2075936378 -3.0880368316
  0.8019801980  0.1975658797  0.1977273267 -3.0880368316
  0.8118811881  0.1877044005  0.1878577889 -3.0880368316
  0.8217821782  0.1778400012  0.1779853285 -3.0880368316
  0.8316831683  0.1679729570  0.1681102212 -3.0880368316
  0.8415841584  0.1581035172  0.1582327163 -3.0880368316
  0.8514851485  0.1482319078  0.1483530400 -3.0880368316
  0.8613861386  0.1383583331  0.1384713968 -3.0880368316
  0.8712871287  0.1284829785  0.1285879723 -3.0880368316
  0.8811881188  0.1186060118  0.1187029343 -3.0880368316
  0.8910891089  0.1087275849  0.1088164349 -3.0880368316
  0.9009900990  0.0988478354  0.0989286119 -3.0880368316
  0.9108910891  0.0889668881  0.0890395901 -3.0880368316
  0.9207920792  0.0790848558  0.0791494824 -3.0880368316
  0.9306930693  0.0692018409  0.0692583913 -3.0880368316
  0.9405940594  0.0593179360  0.0593664094 -3.0880368316
  0.9504950495  0.0494332249  0.0494736207 -3.0880368316
  0.9603960396  0.0395477836  0.0395801013 -3.0880368316
  0.9702970297  0.0296616810  0.0296859200 -3.0880368316
  0.9801980198  0.0197749795  0.0197911392 -3.0880368316
  0.9900990099  0.0098877354  0.0098958155 -3.0880368316
