# N =    10000
# log10(h) =  -4.0000434273
# Max Error =  -7.0792851152
# Runtime:      0.19238E+04 s
#=====================================================
#   x             v(x)             u(x)       Rel.Err
#=====================================================
  0.0098990101  0.0843497583  0.0843497653 -7.0792862387
  0.0099990001  0.0851549812  0.0851549883 -7.0792862506
  0.0100989901  0.0859592995  0.0859593066 -7.0792862613
  0.0101989801  0.0867627140  0.0867627212 -7.0792862748
  0.0102989701  0.0875652257  0.0875652330 -7.0792862820
  0.0103989601  0.0883668354  0.0883668427 -7.0792862975
  0.0104989501  0.0891675440  0.0891675514 -7.0792863059
  0.0105989401  0.0899673525  0.0899673600 -7.0792863159
  0.0106989301  0.0907662618  0.0907662693 -7.0792863268
  0.0107989201  0.0915642726  0.0915642803 -7.0792863391
  0.0108989101  0.0923613861  0.0923613938 -7.0792863458
  0.0109989001  0.0931576029  0.0931576107 -7.0792863638
  0.0110988901  0.0939529241  0.0939529320 -7.0792863699
  0.0111988801  0.0947473506  0.0947473585 -7.0792863762
  0.0112988701  0.0955408831  0.0955408911 -7.0792863921
  0.0113988601  0.0963335227  0.0963335307 -7.0792864033
  0.0114988501  0.0971252702  0.0971252783 -7.0792864102
  0.0115988401  0.0979161265  0.0979161346 -7.0792864287
  0.0116988301  0.0987060925  0.0987061007 -7.0792864390
  0.0117988201  0.0994951690  0.0994951773 -7.0792864480
  0.0118988101  0.1002833570  0.1002833654 -7.0792864661
  0.0119988001  0.1010706574  0.1010706659 -7.0792864762
  0.0120987901  0.1018570711  0.1018570796 -7.0792864880
  0.0121987801  0.1026425989  0.1026426074 -7.0792865016
  0.0122987701  0.1034272416  0.1034272503 -7.0792865129
  0.0123987601  0.1042110003  0.1042110090 -7.0792865272
  0.0124987501  0.1049938758  0.1049938846 -7.0792865336
  0.0125987401  0.1057758690  0.1057758778 -7.0792865460
  0.0126987301  0.1065569806  0.1065569895 -7.0792865564
  0.0127987201  0.1073372118  0.1073372207 -7.0792865712
  0.0128987101  0.1081165632  0.1081165722 -7.0792865797
  0.0129987001  0.1088950358  0.1088950449 -7.0792865922
  0.0130986901  0.1096726305  0.1096726397 -7.0792866042
  0.0131986801  0.1104493482  0.1104493574 -7.0792866158
  0.0132986701  0.1112251897  0.1112251989 -7.0792866286
  0.0133986601  0.1120001558  0.1120001651 -7.0792866362
  0.0134986501  0.1127742476  0.1127742569 -7.0792866473
  0.0135986401  0.1135474657  0.1135474752 -7.0792866593
  0.0136986301  0.1143198112  0.1143198208 -7.0792866699
  0.0137986201  0.1150912849  0.1150912945 -7.0792866786
  0.0138986101  0.1158618877  0.1158618974 -7.0792866906
  0.0139986001  0.1166316204  0.1166316301 -7.0792866985
  0.0140985901  0.1174004839  0.1174004937 -7.0792867112
  0.0141985801  0.1181684791  0.1181684889 -7.0792867214
  0.0142985701  0.1189356068  0.1189356167 -7.0792867268
  0.0143985601  0.1197018679  0.1197018779 -7.0792867397
  0.0144985501  0.1204672633  0.1204672733 -7.0792867487
  0.0145985401  0.1212317938  0.1212318039 -7.0792867551
  0.0146985301  0.1219954603  0.1219954705 -7.0792867628
  0.0147985201  0.1227582637  0.1227582740 -7.0792867728
  0.0148985101  0.1235202049  0.1235202152 -7.0792867819
  0.0149985001  0.1242812846  0.1242812949 -7.0792867907
  0.0150984902  0.1250415037  0.1250415142 -7.0792867992
  0.0151984802  0.1258008632  0.1258008737 -7.0792868059
  0.0152984702  0.1265593639  0.1265593744 -7.0792868195
  0.0153984602  0.1273170065  0.1273170172 -7.0792868258
  0.0154984502  0.1280737921  0.1280738028 -7.0792868310
  0.0155984402  0.1288297214  0.1288297321 -7.0792868427
  0.0156984302  0.1295847953  0.1295848061 -7.0792868458
  0.0157984202  0.1303390147  0.1303390255 -7.0792868587
  0.0158984102  0.1310923803  0.1310923913 -7.0792868666
  0.0159984002  0.1318448932  0.1318449042 -7.0792868733
  0.0160983902  0.1325965540  0.1325965651 -7.0792868806
  0.0161983802  0.1333473637  0.1333473748 -7.0792868901
  0.0162983702  0.1340973231  0.1340973343 -7.0792868982
  0.0163983602  0.1348464331  0.1348464443 -7.0792869054
  0.0164983502  0.1355946945  0.1355947058 -7.0792869156
  0.0165983402  0.1363421082  0.1363421195 -7.0792869207
  0.0166983302  0.1370886749  0.1370886864 -7.0792869299
  0.0167983202  0.1378343957  0.1378344071 -7.0792869395
  0.0168983102  0.1385792712  0.1385792827 -7.0792869458
  0.0169983002  0.1393233024  0.1393233140 -7.0792869558
  0.0170982902  0.1400664900  0.1400665017 -7.0792869605
  0.0171982802  0.1408088350  0.1408088467 -7.0792869678
  0.0172982702  0.1415503382  0.1415503500 -7.0792869793
  0.0173982602  0.1422910004  0.1422910122 -7.0792869832
  0.0174982502  0.1430308224  0.1430308343 -7.0792869963
  0.0175982402  0.1437698051  0.1437698171 -7.0792870019
  0.0176982302  0.1445079494  0.1445079614 -7.0792870107
  0.0177982202  0.1452452561  0.1452452682 -7.0792870201
  0.0178982102  0.1459817259  0.1459817381 -7.0792870276
  0.0179982002  0.1467173598  0.1467173720 -7.0792870368
  0.0180981902  0.1474521586  0.1474521709 -7.0792870462
  0.0181981802  0.1481861231  0.1481861354 -7.0792870503
  0.0182981702  0.1489192541  0.1489192665 -7.0792870576
  0.0183981602  0.1496515526  0.1496515650 -7.0792870703
  0.0184981502  0.1503830192  0.1503830317 -7.0792870774
  0.0185981402  0.1511136549  0.1511136675 -7.0792870842
  0.0186981302  0.1518434605  0.1518434731 -7.0792870960
  0.0187981202  0.1525724368  0.1525724495 -7.0792871036
  0.0188981102  0.1533005846  0.1533005973 -7.0792871132
  0.0189981002  0.1540279047  0.1540279176 -7.0792871243
  0.0190980902  0.1547543981  0.1547544110 -7.0792871327
  0.0191980802  0.1554800655  0.1554800784 -7.0792871416
  0.0192980702  0.1562049077  0.1562049207 -7.0792871506
  0.0193980602  0.1569289256  0.1569289387 -7.0792871583
  0.0194980502  0.1576521200  0.1576521331 -7.0792871696
  0.0195980402  0.1583744917  0.1583745049 -7.0792871768
  0.0196980302  0.1590960415  0.1590960548 -7.0792871840
  0.0197980202  0.1598167703  0.1598167836 -7.0792871906
  0.0198980102  0.1605366789  0.1605366923 -7.0792871990
  0.0199980002  0.1612557681  0.1612557815 -7.0792872041
  0.0200979902  0.1619740386  0.1619740521 -7.0792872161
  0.0201979802  0.1626914915  0.1626915050 -7.0792872231
  0.0202979702  0.1634081273  0.1634081409 -7.0792872271
  0.0203979602  0.1641239471  0.1641239607 -7.0792872393
  0.0204979502  0.1648389515  0.1648389652 -7.0792872440
  0.0205979402  0.1655531414  0.1655531552 -7.0792872541
  0.0206979302  0.1662665176  0.1662665315 -7.0792872646
  0.0207979202  0.1669790810  0.1669790949 -7.0792872707
  0.0208979102  0.1676908323  0.1676908463 -7.0792872763
  0.0209979002  0.1684017723  0.1684017864 -7.0792872877
  0.0210978902  0.1691119020  0.1691119160 -7.0792872951
  0.0211978802  0.1698212219  0.1698212361 -7.0792873030
  0.0212978702  0.1705297331  0.1705297473 -7.0792873094
  0.0213978602  0.1712374362  0.1712374505 -7.0792873171
  0.0214978502  0.1719443322  0.1719443465 -7.0792873247
  0.0215978402  0.1726504217  0.1726504361 -7.0792873318
  0.0216978302  0.1733557057  0.1733557201 -7.0792873388
  0.0217978202  0.1740601849  0.1740601994 -7.0792873476
  0.0218978102  0.1747638600  0.1747638746 -7.0792873537
  0.0219978002  0.1754667321  0.1754667467 -7.0792873606
  0.0220977902  0.1761688017  0.1761688164 -7.0792873704
  0.0221977802  0.1768700697  0.1768700845 -7.0792873767
  0.0222977702  0.1775705370  0.1775705518 -7.0792873809
  0.0223977602  0.1782702043  0.1782702192 -7.0792873913
  0.0224977502  0.1789690725  0.1789690874 -7.0792873993
  0.0225977402  0.1796671422  0.1796671572 -7.0792874053
  0.0226977302  0.1803644144  0.1803644295 -7.0792874128
  0.0227977202  0.1810608898  0.1810609049 -7.0792874205
  0.0228977102  0.1817565693  0.1817565844 -7.0792874263
  0.0229977002  0.1824514535  0.1824514687 -7.0792874338
  0.0230976902  0.1831455433  0.1831455586 -7.0792874385
  0.0231976802  0.1838388396  0.1838388549 -7.0792874461
  0.0232976702  0.1845313430  0.1845313584 -7.0792874531
  0.0233976602  0.1852230545  0.1852230699 -7.0792874567
  0.0234976502  0.1859139747  0.1859139902 -7.0792874649
  0.0235976402  0.1866041044  0.1866041200 -7.0792874680
  0.0236976302  0.1872934446  0.1872934602 -7.0792874770
  0.0237976202  0.1879819958  0.1879820115 -7.0792874852
  0.0238976102  0.1886697591  0.1886697748 -7.0792874915
  0.0239976002  0.1893567350  0.1893567508 -7.0792874961
  0.0240975902  0.1900429244  0.1900429403 -7.0792875062
  0.0241975802  0.1907283282  0.1907283441 -7.0792875114
  0.0242975702  0.1914129470  0.1914129630 -7.0792875179
  0.0243975602  0.1920967817  0.1920967977 -7.0792875284
  0.0244975502  0.1927798331  0.1927798491 -7.0792875333
  0.0245975402  0.1934621018  0.1934621180 -7.0792875419
  0.0246975302  0.1941435888  0.1941436050 -7.0792875537
  0.0247975202  0.1948242948  0.1948243110 -7.0792875622
  0.0248975102  0.1955042206  0.1955042369 -7.0792875670
  0.0249975002  0.1961833669  0.1961833832 -7.0792875786
  0.0250974903  0.1968617346  0.1968617510 -7.0792875848
  0.0251974803  0.1975393243  0.1975393408 -7.0792875969
  0.0252974703  0.1982161370  0.1982161535 -7.0792876040
  0.0253974603  0.1988921733  0.1988921899 -7.0792876087
  0.0254974503  0.1995674341  0.1995674507 -7.0792876199
  0.0255974403  0.2002419201  0.2002419368 -7.0792876263
  0.0256974303  0.2009156321  0.2009156488 -7.0792876353
  0.0257974203  0.2015885708  0.2015885876 -7.0792876435
  0.0258974103  0.2022607371  0.2022607540 -7.0792876518
  0.0259974003  0.2029321317  0.2029321486 -7.0792876599
  0.0260973903  0.2036027554  0.2036027724 -7.0792876693
  0.0261973803  0.2042726089  0.2042726260 -7.0792876754
  0.0262973703  0.2049416931  0.2049417102 -7.0792876810
  0.0263973603  0.2056100086  0.2056100258 -7.0792876915
  0.0264973503  0.2062775564  0.2062775735 -7.0792877000
  0.0265973403  0.2069443370  0.2069443542 -7.0792877123
  0.0266973303  0.2076103513  0.2076103686 -7.0792877229
  0.0267973203  0.2082756001  0.2082756175 -7.0792877301
  0.0268973103  0.2089400841  0.2089401015 -7.0792877410
  0.0269973003  0.2096038041  0.2096038216 -7.0792877481
  0.0270972903  0.2102667609  0.2102667784 -7.0792877566
  0.0271972803  0.2109289552  0.2109289727 -7.0792877693
  0.0272972703  0.2115903877  0.2115904054 -7.0792877762
  0.0273972603  0.2122510593  0.2122510770 -7.0792877836
  0.0274972503  0.2129109707  0.2129109884 -7.0792877931
  0.0275972403  0.2135701227  0.2135701404 -7.0792878048
  0.0276972303  0.2142285159  0.2142285338 -7.0792878109
  0.0277972203  0.2148861513  0.2148861692 -7.0792878237
  0.0278972103  0.2155430294  0.2155430474 -7.0792878338
  0.0279972003  0.2161991512  0.2161991692 -7.0792878429
  0.0280971903  0.2168545173  0.2168545354 -7.0792878538
  0.0281971803  0.2175091285  0.2175091466 -7.0792878626
  0.0282971703  0.2181629856  0.2181630038 -7.0792878730
  0.0283971603  0.2188160893  0.2188161075 -7.0792878863
  0.0284971503  0.2194684403  0.2194684586 -7.0792878961
  0.0285971403  0.2201200395  0.2201200578 -7.0792879085
  0.0286971303  0.2207708875  0.2207709059 -7.0792879172
  0.0287971203  0.2214209851  0.2214210036 -7.0792879282
  0.0288971103  0.2220703331  0.2220703516 -7.0792879422
  0.0289971003  0.2227189323  0.2227189508 -7.0792879518
  0.0290970903  0.2233667832  0.2233668018 -7.0792879601
  0.0291970803  0.2240138868  0.2240139055 -7.0792879734
  0.0292970703  0.2246602438  0.2246602625 -7.0792879813
  0.0293970603  0.2253058549  0.2253058736 -7.0792879905
  0.0294970503  0.2259507208  0.2259507396 -7.0792879998
  0.0295970403  0.2265948423  0.2265948612 -7.0792880082
  0.0296970303  0.2272382201  0.2272382391 -7.0792880164
  0.0297970203  0.2278808551  0.2278808740 -7.0792880283
  0.0298970103  0.2285227478  0.2285227668 -7.0792880347
  0.0299970003  0.2291638991  0.2291639182 -7.0792880457
  0.0300969903  0.2298043098  0.2298043289 -7.0792880546
  0.0301969803  0.2304439804  0.2304439996 -7.0792880640
  0.0302969703  0.2310829119  0.2310829312 -7.0792880753
  0.0303969603  0.2317211049  0.2317211242 -7.0792880817
  0.0304969503  0.2323585601  0.2323585795 -7.0792880904
  0.0305969403  0.2329952784  0.2329952978 -7.0792881013
  0.0306969303  0.2336312604  0.2336312799 -7.0792881079
  0.0307969203  0.2342665069  0.2342665264 -7.0792881158
  0.0308969103  0.2349010185  0.2349010381 -7.0792881251
  0.0309969003  0.2355347962  0.2355348158 -7.0792881341
  0.0310968903  0.2361678405  0.2361678601 -7.0792881424
  0.0311968803  0.2368001522  0.2368001719 -7.0792881537
  0.0312968703  0.2374317320  0.2374317518 -7.0792881620
  0.0313968603  0.2380625807  0.2380626006 -7.0792881711
  0.0314968503  0.2386926991  0.2386927190 -7.0792881835
  0.0315968403  0.2393220877  0.2393221077 -7.0792881933
  0.0316968303  0.2399507475  0.2399507674 -7.0792882013
  0.0317968203  0.2405786790  0.2405786990 -7.0792882141
  0.0318968103  0.2412058830  0.2412059031 -7.0792882247
  0.0319968003  0.2418323603  0.2418323804 -7.0792882338
  0.0320967903  0.2424581115  0.2424581317 -7.0792882456
  0.0321967803  0.2430831375  0.2430831578 -7.0792882543
  0.0322967703  0.2437074389  0.2437074592 -7.0792882630
  0.0323967603  0.2443310164  0.2443310368 -7.0792882772
  0.0324967503  0.2449538708  0.2449538912 -7.0792882867
  0.0325967403  0.2455760028  0.2455760233 -7.0792882972
  0.0326967303  0.2461974131  0.2461974336 -7.0792883069
  0.0327967203  0.2468181024  0.2468181230 -7.0792883165
  0.0328967103  0.2474380715  0.2474380922 -7.0792883272
  0.0329967003  0.2480573211  0.2480573418 -7.0792883375
  0.0330966903  0.2486758519  0.2486758726 -7.0792883467
  0.0331966803  0.2492936646  0.2492936853 -7.0792883563
  0.0332966703  0.2499107599  0.2499107807 -7.0792883667
  0.0333966603  0.2505271386  0.2505271594 -7.0792883765
  0.0334966503  0.2511428013  0.2511428222 -7.0792883880
  0.0335966403  0.2517577488  0.2517577698 -7.0792883977
  0.0336966303  0.2523719818  0.2523720029 -7.0792884093
  0.0337966203  0.2529855011  0.2529855221 -7.0792884171
  0.0338966103  0.2535983072  0.2535983283 -7.0792884247
  0.0339966003  0.2542104010  0.2542104222 -7.0792884343
  0.0340965903  0.2548217831  0.2548218043 -7.0792884438
  0.0341965803  0.2554324543  0.2554324756 -7.0792884521
  0.0342965703  0.2560424153  0.2560424366 -7.0792884627
  0.0343965603  0.2566516667  0.2566516881 -7.0792884711
  0.0344965503  0.2572602093  0.2572602307 -7.0792884775
  0.0345965403  0.2578680438  0.2578680653 -7.0792884897
  0.0346965303  0.2584751710  0.2584751925 -7.0792885000
  0.0347965203  0.2590815914  0.2590816130 -7.0792885096
  0.0348965103  0.2596873059  0.2596873275 -7.0792885196
  0.0349965003  0.2602923150  0.2602923367 -7.0792885290
  0.0350964904  0.2608966196  0.2608966414 -7.0792885390
  0.0351964804  0.2615002204  0.2615002422 -7.0792885519
  0.0352964704  0.2621031180  0.2621031398 -7.0792885599
  0.0353964604  0.2627053131  0.2627053350 -7.0792885686
  0.0354964504  0.2633068064  0.2633068284 -7.0792885782
  0.0355964404  0.2639075987  0.2639076207 -7.0792885886
  0.0356964304  0.2645076907  0.2645077127 -7.0792885945
  0.0357964204  0.2651070829  0.2651071050 -7.0792886058
  0.0358964104  0.2657057763  0.2657057984 -7.0792886126
  0.0359964004  0.2663037713  0.2663037935 -7.0792886205
  0.0360963904  0.2669010688  0.2669010911 -7.0792886296
  0.0361963804  0.2674976695  0.2674976918 -7.0792886365
  0.0362963704  0.2680935739  0.2680935963 -7.0792886458
  0.0363963604  0.2686887829  0.2686888053 -7.0792886532
  0.0364963504  0.2692832971  0.2692833196 -7.0792886607
  0.0365963404  0.2698771173  0.2698771398 -7.0792886707
  0.0366963304  0.2704702440  0.2704702666 -7.0792886800
  0.0367963204  0.2710626781  0.2710627007 -7.0792886896
  0.0368963104  0.2716544201  0.2716544428 -7.0792887018
  0.0369963004  0.2722454709  0.2722454935 -7.0792887112
  0.0370962904  0.2728358310  0.2728358537 -7.0792887211
  0.0371962804  0.2734255011  0.2734255239 -7.0792887315
  0.0372962704  0.2740144821  0.2740145049 -7.0792887393
  0.0373962604  0.2746027745  0.2746027973 -7.0792887498
  0.0374962504  0.2751903790  0.2751904019 -7.0792887588
  0.0375962404  0.2757772963  0.2757773193 -7.0792887695
  0.0376962304  0.2763635272  0.2763635502 -7.0792887809
  0.0377962204  0.2769490722  0.2769490953 -7.0792887889
  0.0378962104  0.2775339321  0.2775339553 -7.0792887965
  0.0379962004  0.2781181076  0.2781181308 -7.0792888081
  0.0380961904  0.2787015994  0.2787016226 -7.0792888173
  0.0381961804  0.2792844080  0.2792844313 -7.0792888263
  0.0382961704  0.2798665343  0.2798665577 -7.0792888362
  0.0383961604  0.2804479789  0.2804480023 -7.0792888448
  0.0384961504  0.2810287425  0.2810287659 -7.0792888534
  0.0385961404  0.2816088257  0.2816088492 -7.0792888638
  0.0386961304  0.2821882293  0.2821882528 -7.0792888732
  0.0387961204  0.2827669539  0.2827669774 -7.0792888784
  0.0388961104  0.2833450001  0.2833450237 -7.0792888897
  0.0389961004  0.2839223688  0.2839223924 -7.0792888968
  0.0390960904  0.2844990605  0.2844990842 -7.0792889050
  0.0391960804  0.2850750759  0.2850750997 -7.0792889141
  0.0392960704  0.2856504158  0.2856504396 -7.0792889203
  0.0393960604  0.2862250807  0.2862251045 -7.0792889295
  0.0394960504  0.2867990714  0.2867990952 -7.0792889398
  0.0395960404  0.2873723885  0.2873724124 -7.0792889471
  0.0396960304  0.2879450327  0.2879450566 -7.0792889594
  0.0397960204  0.2885170046  0.2885170287 -7.0792889659
  0.0398960104  0.2890883051  0.2890883291 -7.0792889744
  0.0399960004  0.2896589346  0.2896589587 -7.0792889849
  0.0400959904  0.2902288939  0.2902289181 -7.0792889916
  0.0401959804  0.2907981837  0.2907982079 -7.0792889984
  0.0402959704  0.2913668046  0.2913668289 -7.0792890083
  0.0403959604  0.2919347573  0.2919347816 -7.0792890183
  0.0404959504  0.2925020425  0.2925020668 -7.0792890254
  0.0405959404  0.2930686608  0.2930686852 -7.0792890366
  0.0406959304  0.2936346129  0.2936346373 -7.0792890468
  0.0407959204  0.2941998994  0.2941999239 -7.0792890543
  0.0408959104  0.2947645211  0.2947645456 -7.0792890648
  0.0409959004  0.2953284786  0.2953285032 -7.0792890714
  0.0410958904  0.2958917725  0.2958917971 -7.0792890811
  0.0411958804  0.2964544035  0.2964544282 -7.0792890890
  0.0412958704  0.2970163724  0.2970163971 -7.0792890998
  0.0413958604  0.2975776796  0.2975777044 -7.0792891107
  0.0414958504  0.2981383260  0.2981383508 -7.0792891198
  0.0415958404  0.2986983121  0.2986983370 -7.0792891289
  0.0416958304  0.2992576387  0.2992576636 -7.0792891429
  0.0417958204  0.2998163063  0.2998163313 -7.0792891511
  0.0418958104  0.3003743157  0.3003743408 -7.0792891613
  0.0419958004  0.3009316675  0.3009316926 -7.0792891744
  0.0420957904  0.3014883624  0.3014883875 -7.0792891837
  0.0421957804  0.3020444009  0.3020444261 -7.0792891958
  0.0422957704  0.3025997838  0.3025998090 -7.0792892079
  0.0423957604  0.3031545118  0.3031545370 -7.0792892180
  0.0424957504  0.3037085854  0.3037086107 -7.0792892300
  0.0425957404  0.3042620054  0.3042620307 -7.0792892419
  0.0426957304  0.3048147723  0.3048147977 -7.0792892527
  0.0427957204  0.3053668869  0.3053669124 -7.0792892616
  0.0428957104  0.3059183498  0.3059183753 -7.0792892722
  0.0429957004  0.3064691616  0.3064691872 -7.0792892835
  0.0430956904  0.3070193230  0.3070193486 -7.0792892957
  0.0431956804  0.3075688347  0.3075688603 -7.0792893086
  0.0432956704  0.3081176972  0.3081177229 -7.0792893203
  0.0433956604  0.3086659113  0.3086659371 -7.0792893336
  0.0434956504  0.3092134776  0.3092135034 -7.0792893429
  0.0435956404  0.3097603967  0.3097604225 -7.0792893538
  0.0436956304  0.3103066693  0.3103066952 -7.0792893653
  0.0437956204  0.3108522961  0.3108523220 -7.0792893755
  0.0438956104  0.3113972776  0.3113973035 -7.0792893844
  0.0439956004  0.3119416145  0.3119416405 -7.0792893975
  0.0440955904  0.3124853075  0.3124853335 -7.0792894083
  0.0441955804  0.3130283572  0.3130283833 -7.0792894187
  0.0442955704  0.3135707642  0.3135707904 -7.0792894304
  0.0443955604  0.3141125293  0.3141125554 -7.0792894387
  0.0444955504  0.3146536529  0.3146536792 -7.0792894503
  0.0445955404  0.3151941359  0.3151941621 -7.0792894630
  0.0446955304  0.3157339788  0.3157340051 -7.0792894742
  0.0447955204  0.3162731822  0.3162732085 -7.0792894874
  0.0448955104  0.3168117468  0.3168117732 -7.0792894972
  0.0449955004  0.3173496732  0.3173496997 -7.0792895081
  0.0450954905  0.3178869622  0.3178869886 -7.0792895209
  0.0451954805  0.3184236142  0.3184236407 -7.0792895302
  0.0452954705  0.3189596300  0.3189596565 -7.0792895386
  0.0453954605  0.3194950101  0.3194950367 -7.0792895497
  0.0454954505  0.3200297553  0.3200297819 -7.0792895572
  0.0455954405  0.3205638661  0.3205638928 -7.0792895637
  0.0456954305  0.3210973432  0.3210973699 -7.0792895755
  0.0457954205  0.3216301872  0.3216302140 -7.0792895836
  0.0458954105  0.3221623988  0.3221624256 -7.0792895905
  0.0459954005  0.3226939785  0.3226940054 -7.0792896008
